text,label
"Alright, here, you have to hold this.",5
"OK. Brake left, gas right?",2
"Uh-huh, yeah, that's my cheat sheet.",4
Where's my seat belt?,2
"Oh, no no, that side doesn't have one, the paramedics had to cut through it.",4
Hey!,2
Hey.,2
"C'mon, just tell me, please, please.",2
"For the sixteenth time, no... I do not think you're obsessive.",3
"Oh, gosh, it's hot in here.",3
"Sure. By the way, there's a difference between being obsessive and. . .",0
"Ross, the heat!",3
"Fine, OK! Heat, heat, heat, and I'm the obsessive one. OK, this way is on, so this is. . . off.",2
Did you just break the radiator?,3
"No, no, I was turnin' the knob and, and. . . here it is.",2
Well put it back.,3
"It uhh, it won't go back.",2
I'll call the super.,3
"Here, let me try.",4
"Oh, oh that's right, I forgot about your ability to fuse metal.",1
"Hey, it's Funny's cousin, Not Funny.",3
"Hi, Mr. Treeger. Hi, it's Rachel Green from upstairs. Yes, somebody, uh, broke our knob on the radiator and it's really hot in here. Yes, it's, it's hot enough to bake cookies. Well, do you think we could have a new one by 6? Wha t, no, no, Tuesday, we can't wait until Tuesday, we're having a party tonight.",2
"OK, tip the man.",0
"Hey, here's a theme: Come on in, live like bacon.",1
"Ooh, this is it, 74.",4
"Oh, so that's what this is for.",0
"Wow, this is it, I'm gonna meet my dad. This is like the biggest thing ever, huh.",1
Yeah.,0
Sure is.,0
"OK, here I go. I'm goin' in.",2
Alright.,0
Good luck Phoebs.,0
OK.,0
How far'd ya get?,1
Mailbox.,0
"Alright, we're gettin' closer.",1
Uh-huh.,0
"Phoebs, what's goin' on?",4
"Well, so why not go knock?",4
"Phoebs, that's OK. You took a big step today.",4
Yeah?,0
"Yeah, and when you do, he'll be lucky to have you.",4
You guys. I'm sorry about your shopping.,6
"Oh, that's OK, we'll figure something out.",4
"Ho, ho, ho, holy crap is it hot in here!",2
"Really, hey, you mind if I turn the heat down?",1
"Hey, we could have used that kind of thinkin' earlier.",6
"Hey, Phoebs, how'd it go.",1
"Oh, I couldn't go in.",6
"Honey, I'm sorry.",5
Are you OK?,6
"Hey, guys, it's after midnight, merry Christmas everyone.",1
"Hey, Monica, the knob was broken so I just turned it off from underneath, I hope that's alright.",1
"Rach, these are for you.",0
Wiper blades. I don't even have a car.,2
"No, but with this new car smell, you'll think you do.",1
"OK, Phoebs, your turn.",0
"Ahh, toilet seat covers! Is that what you were doing while I was getting gas?",2
Uh-huh.,1
You guuuyys.,6
"And for Ross, Mr. Sweet-tooth.",0
You got me a cola drink?,2
"And, a lemon lime.",0
"Well this, this is too much, I feel like I should get you another sweater.",3
And last but not least.,1
They're ribbed for your pleasure.,1
"Ok. Here's his diaper bag, and his uh, Mr. Winky, and uh...oh, him. Hi!",0
So how did everything go?,0
"Oh, great. Great. There was a projectile, uh, throwing up incident, but he started it.",4
"Well, we've gotta go.",4
Ok.,0
"Oh, right. Um, I've got some news. It's about us.",0
"Oh, you and me?",2
"Uh, no, Susan and me.",0
The other us.,0
Ok.,0
"We're uh, we're getting married.",0
"As in, ""I now pronounce you wife and wife"" married?",2
"Anyway, we'd like you to come, but we totally understand if you don't want to.",0
Why wouldn't I want to come? I had fun at the first wedding.,2
Look I just thought that...,0
Is your finger caught in that chair?,3
Mmm hmmm.,0
Want us to go?,0
Uh-huh.,0
That is so good! Do it again!,1
"That's great. All right, I gotta get to work, I got a big dinosaur bone to inspect.",1
"No no, that's me.",0
"Oh, yeah.",0
"Oh, hello.",4
"Oh, thanks. I couldn't uh...",4
Is everything ok?,2
"Um, no, huh-uh. One of my clients died on the massage table today.",6
Oh my god.,2
That's a little more relaxed than you want them to get.,1
"Yeah, um, she was 82 years old. Her name was um, Mrs. Adelman.",6
"Oh, honey.",4
What do you mean?,2
I think it went into me.,2
Hi.,0
How's it going?,4
It's goin' great. Right on schedule. Got my little happy helpers.,1
"Fine, whatever.",3
What's the matter?,0
"Nothing. Ok, everything. I think we're calling off the wedding.",6
What?,0
"You're still gonna pay me, right? Or something a little less selfish.",3
"Carol, what's the matter? What happened?",0
Oh my god.,0
It's ok. I'm sorry.,0
"I uh can't believe I'm gonna say this, but I think Susan's right.",5
You do?,3
"Look, do you love her? And you don't have to be too emphatic about this.",0
Of course I do.,3
You're right. Of course you're right.,0
So we're back on?,2
We're back on.,5
"You heard the woman. Peel, chop, devil! I can't believe I lost 2 minutes.",5
"It just seems so futile, you know ? All these women, and nothing. I feel like Superman without my powers, you know? I have the cape, and yet I cannot fly.",5
"Well now you understand how I feel every single day, ok? The world is my lesbian wedding.",1
"Butterscotch? No one? All right, you'll be sorry later.",3
Thank you.,0
Any time.,6
Ross.,4
"You know, nothing makes God happier than when two people, any two people, come together in love. Friends, family, we're gathered here today to join Carol and Susan in holy matrimony.",5
"Oh my god. Now I've seen everything! Whoa, she's gone. She's gone. She's gone! Go ahead, get married. Go, go.",1
Would you look at them?,1
"Yeah, can't help but.",5
How's that pig-in-the-blanket workin' out for you? I wrapped those bad boys.,4
I miss Rose.,2
"Oh, yeah?",6
"Ok, that's so nice.",4
"I shouldn't even bother coming up with a line, right?",5
"Hey, Mom? Having fun?",1
"Oh, am I! I just danced with a wonderfully large woman. And three other girls made eyes at me over the buffet. Oh, I'm not saying it's something I wanna pursue, but it's nice to know I have options.",1
"There's more alcohol, right?",1
How you doin'?,0
Ok.,0
You did a good thing today.,0
Yeah.,0
You wanna dance?,0
"No, that's fine.",0
Come on. I'll let you lead.,0
Ok.,0
All right look. Penis schmenis. We're all people.,6
"Ok, which one of us do you think is gonna be the first one to get married?",0
"Well, Mon, I was married.",4
"Yeah, me, too, technically.",0
I had a wedding.,0
"All right, just trying to start an interesting discussion.",0
Isn't Ben in this?,3
"Oh, yeah!",1
That commercial always makes me so sad.,6
"Yeah, but then the guy opens his beer and those girls run at him, so, everything seems to work out OK.",6
I meant because the monkey in it reminds me of Marcel.,6
"I can see that, 'cause they both have those big brown eyes and, ya know, the little pouty chin.",6
And the fact that they're both monkeys.,0
"Sometimes I wonder if I did the right thing, ya know, giving him away.",6
"Remember when sometimes he'd borrow your hat, and, and when you got it back there'd be little monkey raisins in it.",6
"Hey, hey, check it out, guess what I got.",1
Rhythm?,1
"No, my first fan mail.",1
Alright!,1
"'Dear Dr. Remore, know that I love you and would do anything to have you.' Gosh. 'Your not-so-secretive admirer, Erica Ford.' Ooh wait, 'PS enclosed please find 14 of my eyelashes.'",1
"Ya know, in crazy world, that means you're married.",1
"Oh my god, I got my very own stalker.",5
Hey guys.,1
Hey.,0
"Ooh, where are you off to, Travelin' Jake?",3
"Well, there's this, uh, paleontology conference in L.A. so I figured I'd go and then drive down to the zoo and surprise Marcel.",1
"Oh, Phoebe, that really cute guy is here again.",1
"Oh, oh, OK, so everyone, pretend like I'm telling you a story, OK. And, and it's really funny. So everyone just laugh, now.",1
"I know, I know. Hello.",1
Hi. I'm Rob Dohnen.,5
Hi Rob Dohnen.,4
"I don't know anything about music, but I think you're really, really great.",1
"Oh, wow.",1
"Hey, whaddya wanna do for dinner?",4
Well we could just stay in and cook for ourselves.,1
Hello.,0
It's Erica.,0
"Ah, the stalker.",2
"Never mind, it's open.",0
"Yes, hitting her with a frying pan's a good idea. We might wanna have a backup plan, though, just in case she isn't a cartoon.",5
Let's get out of here.,2
The one time they're not home.,0
That's how radio stars escape stalkers.,0
She's comin'.,2
It's me.,0
"Uhh, this is it, this is how we're gonna die. Ready?",2
"Wait, wait, wait.",1
Hi.,1
Erica.,0
"Hi, Dean Lipson, zoo administrator. I was told you had a question.",0
"Ahh, I'm afraid I have some bad news. Marcel has passed on.",6
"Oh my God, what happened?",2
"Well he got sick, and then he got sicker, and then he got a little better but then he died.",6
I can't believe this.,2
"I'm sorry Mr. Geller. But ya know, there's an old saying, 'Sometimes monkeys die.' It's not a great saying but it certainly is fitting today.",0
"Well, ya know, someone should have called me.",3
"I'm sorry. Look, I know this can't bring him back but here, it's just a gesture.",0
Zoo dollars?,3
"Yes, and come see the bird show at 4. The macaws wear hats. Well it's a lot cuter if your monkey hasn't just died.",4
Ooohhh.,1
I know.,4
"I can't believe Joey's having lunch with his stalker. What i-, what is she like.",3
"Well, you remember Cathy Bates in Misery?",3
Yeah.,0
"Well, she looks the exact opposite of that.",4
And she's not crazy?,3
"Oh no no no, she's a total wack job. Yeah, she thinks that Joey is actually Dr. Drake Remore.",4
Oh my God.,2
You OK?,4
"That's not a good idea, that's kinda the reason the last guy got fired.",4
I was thinkin' about it.,5
"OK. OK, alrighty, let's play some tunes. Hi everybody, I'm Phoebe",1
Hi Phoebe.,1
"Oh, Drake, isn't it amazing?",1
Yeah it is. . . what?,2
"Well, here we sit, devil may care, just a little while ago you were reattaching someone's spinal cord.",4
"Yeah, that was a tricky one. In reality, that operation takes like, over 10 hours, but they only showed it for 2 minites.",4
Who's they?,0
No one.,0
"Oh Drake, you are so talented, let me see those hands. Oh these hands, these beautiful hands, oh I could just eat them. . . but I won't.",1
"Good, otherwise my watch would fall off.",1
"No, seriously. These hands. These miracle, magical, life-giving hands. Oh, just to be near them, touch them, maybe even lick one?",1
"Alright, just one. Wow, you're good at that.",1
"Oh my God! Someone, he's choking. Is anyone here a doctor?",2
"Well, yes, yes, the best doctor in all of Salem, Dr. Drake Remore.",4
"I don't understand, why didn't you help that man?",2
"No, no no no, you don't have to tell me anything. You don't have to explain yourself to me. Ooh, who am I to question the great Dr. Drake Remore?",3
But that's what...,0
I should just be happy to be near you.,4
Hey I-,1
Hey what?,0
"That's it, just hey. Like at the end of a dance, HEY! Hey. He-hey.",1
"There'll be times when you get older when you'll want to sleep with people just to make them like you. . . But don't. Cause that's another thing that you don't wanna do, everybody That's another thing that you don't wanna do.",0
Excellent!,1
Very informative!,1
Not at all inappropriate!,0
Thank you for coming everybody. There're cookies in the back.,1
"That was great, the kids loved you.",4
"Yay, I rock.",5
"And you know why? Because you told the truth, and nobody ever tells kids the truth.You were incredible.",1
But.,2
How did you know there was a but?,0
"The thing is, I think some of the parents, they were kinda hopin' that you'd play more songs about like, barnyard animals.",1
I can do that.,4
Really?,4
Yeah.,0
Because that would be fantastic. What? You wanna kiss me?,1
Thinkin' about it.,0
"Ahh, the bat. Ambassador of darkness, flitting out of his cave like a winged messenger, sightless spectre of the macabe.",1
"Buddy, my monkey?",0
"Oh, yeah, right. There was a break-in, few months back, inside job. Your monkey was taken.",5
Oh my God. But the zoo told me that my monkey was dead.,2
The zoo! Do you believe everything the zoo tells ya?,1
"That, that's the only thing the zoo's ever told me.",2
Of course they're gonna say he's dead. They don't want the bad publicity. It's all a great big cover-up. Do you have any idea how high up this thing goes?,2
That guy Lipson?,0
Lipson knows. Do you have any idea who else knows?,2
"No, I, I only know Lipson.",0
"Hmm, Lipson knows huh? Ahh, hello Mr. Opossum, enigma of the trees, upside-down denizen of the night, taunting gravity with...",5
