label,text
exc,"all as one, this time release instinctual little firecracker went off and they all turned and formed a line as long as the California coast and started swimming.  And they're swimming right now as if that's all that matters."
exc,It's like single mindedness with no mind.  It's urgency that's pure urge.  They don't know what drives them.  They don't ask it a question or give it a name.
exc,"They just turn as one and start the swim that brings them right here to where we stand, for a massive celebration of sex and death."
exc,"Ah, God, I'm giving myself goose bumps.  Look, all my hairs are popped up."
neu,"Well, so what do you think?"
neu,What I was saying.
neu,About what?
fru,It's ridiculous.
ang,"God damn it, Augie, don't ask me that.  I hate it when you ask me that.  You always ask me that.  It's insulting."
ang,We just have different ideas of what this evening is supposed to look like.
fru,"For heaven sake, we're not going to see the grunions."
fru,"We never do, do we?  I mean, have we ever?"
fru,Twice is every time we've tried. That's ever.
fru,"No, we won't.  It's pointless.  It's like waiting up to see Santa Claus."
ang,"I mean, I feel like my whole life is gonna be spent standing on the beach with my eyes wide open and my hands clasped expectantly waiting for the fish to show up.  And the fish won't show up."
fru,You don't understand anything I'm saying.
fru,I did want to see it.  I always do.  I keep thinking that this is gonna be the time and it never is.
sad,"Do you remember the first time we came to see it?  It was about four years ago, right after we got married."
sad,"I thought I was pregnant, you had a bottle of champagne, but no glasses.  You asked me to dance, so we kicked off our shoes and you popped the cork."
sad,"And while we were dancing, you said the softest, most intimate things to me right into my ear so that I could feel them as much as hear them."
sad,"And I remember thinking, this is it.  You know, at last--at last I am as happy as I am supposed to be."
sad,"Just dancing barefoot in the sand, drinking champagne out of the bottle."
sad,I'd rather not remember some things.  I would rather not hope for some things.
sad,No.
sad,No.
sad,No.
fru,No.
fru,No.
fru,No.
sad,Well.  This isn't anything like I thought anything would be like.
sad,"I know that, Augie.  Really, I do."
sad,"I know that you meant this to be special and nice and the sand and the moon and all, but I just couldn't help thinking about being somewhere else."
sad,I didn't say that.
sad,You're the one who probably wishes you were with someone else.  Someone who--you'd rather enjoy yourself and didn't take everything so hard.
hap,"Augie, you brought refreshments."
hap,"Well, then we don't need glasses."
hap,No.  I think you might be right.  Maybe this is the spot after all.
sad,"Augie, I'm sorry."
hap,Or not.
exc,"Well, so what do you think?"
neu,What I was saying.
neu,It certainly is not.  It's slightly exaggerated scientific fact.
neu,"Well, I'm not the only one.  Look at all these people."
neu,"Carla, can I ask you something?  Don't take this wrong, but are you having your period?"
fru,"Well, what's bugging you?"
neu,"There's nothing to it.  We come here, the grunion arrive, they do their little fish business, we go ooh, ah, look at the fish.  They go home. We go home."
fru,Why not?
neu,We've missed them twice.  That's not ever.
neu,"Well, we'll see them this year."
fru,I thought you wanted to see it.
fru,"No, of course not."
neu,It's just fish.  Nothing to get traumatized about.
fru,"All right.  Look, I've been trying to work this backwards, but I cannot seem to figure out the exact moment that we took a turn for the worst."
neu,"You said, ""Hey the grunion are running tonight.""  I said, ""Great, let's go.  I feel lucky."""
neu,"Okay, so I'm putting on my jacket, putting out the animals, getting the car out of the garage--"
neu,Wait a minute.  I've got it.
neu,"It was in the car, right?  Driving past the Knickerbocker Liquor Locker, you said, ""let's get some champagne,"" and I said, ""time's a wasting"" or something like that, right?"
neu,"Yeah, of course, I see it now.  You want this to be like that other time, right?  That's it, right?"
neu,"Okay, yeah, sure, I see it now.  Listen, you wanna dance?"
neu,You want me to go get some champagne?
neu,Take off our shoes?
fru,"Well, what?  You want me to breathe in your ear?"
fru,You wanna get married again?
fru,What?  What?  You want a divorce?
fru,A vacation?
fru,"A new carpet?  A poodle?  Ice cream?  Back rub?  A suicide pact?  What?  What?  Carla, what the hell do you want?"
ang,"Well, welcome to the human race.  Do you think this is what I had in mind when I proposed?  That four years down the road, we'd be at the beach yelling at each other over fish?"
sad,"No, Carla, I'm just like you.  I thought it was gonna be all peaches and roses and sand in our toes and wind in our hair and the fish will always come and the bills will pay themselves and we'll have three fat rosy kids and ha, ha, baby, the joke's on us"
fru,"'cause you know what you get, Carla?  You know what you get?  This."
neu,"Yes, it is."
neu,Right.
sad,"I know, me neither."
sad,I'm doing the best I can.
sad,Maybe if you were with somebody else too.
sad,"No, I know.  But still.  I know I don't make you happy."
hap,"I don't know.  It seemed like a pretty good spot to me.  I mean, look at the view you have of the moon from here."
hap,"Well, look what we have here."
hap,It's not champagne.
hap,Shh.  If we're very quiet the fish might come.
hap,Or not.
exc,"Ah, it send shivers up my spine."
hap,Behave exquisitely.
hap,"Oh, of course.  I shall probably do a court curtsy."
hap,What's so horrible is that one can't stay happy.
hap,It's true.  The whole business is a very poor joke.
hap,"Yes, meaning just that."
neu,Who's they?
neu,"If I laugh at everything, then I must laugh at us too."
neu,"Well how long will it last us, this ludicrous overbearing love of ours."
neu,"Well, shall we always want to bicker and fight?"
neu,"Oh, dear, shall we like that?"
neu,"Well, what happens if one of us dies?  I mean, does the one that's left still laugh?"
hap,"Darling, I believe you're talking nonsense."
hap,"Elliott, worms don't pop."
hap,"Oh, thank you, dear.  The same applies to you except that if I catch so much as looking at another woman, I'll kill you."
hap,Which particular one?
hap,Charles.  That was his name.  Charles.  He did wriggle so beautifully.
hap,"Yes, I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that."
hap,It went in intermittently for days.
hap,It burned my comb too and all the towels in the bathroom.
neu,That was the first time you ever hit me.
hap,"The manager came in and found us rolling around on the floor, biting and scratching like panthers."
exc,It was ridiculous.  Completely ridiculous.
neu,I wonder.
neu,I don't care then.
neu,Hello?  Hello?  What?  Wrong number.
neu,With the most perfect poise?
neu,Things that ought to matter dreadfully don't matter at all when one's happy.  Do they?
neu,"Oh, darling, don't say that."
neu,"Meaning that sacred and beautiful thing, love?"
neu,"You mustn't be serious, my dear one.  That's just what they want."
neu,All those futile moralists that try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything.  All their sacred shibboleths.
neu,Flippancy brings out the acid in their damn sweetness and light.
neu,"Certainly, you must.  We're figures of fun, alright."
neu,Who knows.
neu,"No, that desire will fade.  Along with our passion."
neu,Depends on how well we've played.
