Sr No.,text,label
2031,I did it! I took care of the babies all by myself!,1
2032,But my apartment!,2
2035,Is not as important as the fact that Phoebe took care of the babies all by herself.,0
2036,"You're right, you're right I shouldn't freak out.",0
2037,‘Cause this is what will happen when you and I have babies!,0
2038,When will that be?,0
2040,"Phoebe, would you take a look at this mess!!!!",3
2042,Hey Ross! The baby's kicking!,1
2043,What?! It is?!,2
2044,It's not kicking right now. Although we would love to see you do  that again.,1
2045,"Hey, when-when was it kicking? What happened?",1
2046,Last night! I just felt it and I went into Joey's room and he was sleeping,1
2047,A dreamless sleep.,0
2048,"So c'mon, you guys, tell me all the dirt!",1
2049,"Well, the biggest news is still you dumping Barry at the altar!",0
2050,Alright. Let's talk reality for a second.,0
2051,Okay.,0
2052,When are you coming home?,0
2053,"What? Guys, I'm not.",2
2054,"C'mon, this is us.",0
2055,I'm not! This is what I'm doing now. I've got this job-,0
2056,Waitressing?,2
2057,"Okay, I'm not just waitressing.",0
2058,I'm..,0
2059,"I, um...",0
2060,"I write the specials on the specials board, and, uh... and I, uh...",0
2061,"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",4
2062,"We get off around midnight, why don't we pick you up then?",0
2063,"So, um, will you bring the truck?",0
2064,I'll even let you ring the bell.,0
2065,"Oh, my god.",2
2066,"See, there you go, the cleansing works!",1
2067,They're nice guys.,0
2068,"Oh, they're firemen guys.",1
2069,Your son.,0
2070,"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",3
2071,"Well, Jamie was the name of Susan's first girlfriend, so we went back to Jordie.",0
2072,"What? Whoa, whoa whoa whoa, what do you mean,",2
2073,"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",3
2074,I got it.,0
2075,I got it.,0
2076,"I got it! Hey, you get to sleep with her, I get the cramps.",3
2077,"No, you don't.",0
2078,"All right, that's it. I want both of you out.",3
2079,Why?,2
2080,He started it!,3
2081,"No, you started it.",3
2083,"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",3
2085,Now go!,3
2086,Thanks a lot.,3
2087,See what you did.,3
2088,"Yeah, listen...",0
2089,Out,3
2090,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir?  Why? What did I say?",1
2091,"Well, you just asked if I wanted to go to bed with you tonight.",0
2092,Oh my God! No wonder I get such great service at Cafe Maurice.,2
2093,"Knock, knock, knock, knock, hi.",0
2094,"Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",0
2095,You didn't say Boutros Boutros Gali.,0
2096,Boutros Boutros Gali.,0
2097,He says he was too.,0
2098,Interesting.,0
2099,So I was wondering....,0
2100,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",1
2101,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun.",1
2102,So you're a chef?,0
2103,I'm also thinking about opening up my own restaurant.,1
2104,"Oh, really.",2
2105,"Monica, can I talk to you behind my menu, please.  What are you doing?",0
2106,"Well, I was having a conversation.",0
2107,"Yeah but, Mischa is so interested in you, that Sergei and I haven't been able to say two words to each other.",3
2108,What do you want me to do? Just sit here silently while you three have a conversation?,3
2109,That would be great. Thank you.,0
2110,so we finally get to the top of the mountain and airhead here  forgets the camera!,5
2111,"Oh, y'know the same thing happened to me one time.",0
2112,When did that happen to you?!,2
2113,Don't you remember when we were jogging in the park and we saw that really pretty bird and wanted to take a picture....I didn't have my camera!,0
2114,"Oh yeah. First off all, chasing the Churo guy isn't jogging.",5
2115,"Oh, this is so good  you have got to try it.",1
2116,"Oh, damn! I got it on my pants.",3
2117,"Here, I'll get it.",0
2118,We'd better take these pants off upstairs or that stain's gonna set.,0
2119,Yep.  I'm gonna wear these on our date tonight.,1
2120,"Oh, great!",2
2121,"Okay, bye!  Oh my God!!",1
2122,That was unbelievable!,2
2124,"Yeah, wow, sorry Rach.",4
2125,I don't believe they're brother and sister.,2
2126,They're brother and sister!!!,2
2127,Action!,0
2128,I found the picture!,3
2129,What picture?!,2
2130,The picture of my wife! In your pack!,3
2131,You went through my personal property?,3
2132,Why do have a picture of Paulette in your pack?!,3
2133,"Because Vincent, we were lovers.  For two years!",3
2134,Cut! Wonderful!,1
2135,Great scene yeah?,1
2136,"Oh you're awesome! And, in that last speech? You soaked me.",1
2138,Here's your call sheet for tomorrow.,0
2139,I know.,0
2140,"So Chandler, your parents must've been thrilled when you told them you were engaged.",1
2141,"Oh yeah, I should probably call them.",0
2142,I remember when we first got engaged.,1
2143,"Oh, I don't think I ever heard that story.",0
2145,"Well, I'd gotten Judy pregnant. I still don't know how that happened.",1
2146,You don't know how that happened?! Your dog thought my diaphragm was a chew toy!,5
2147,What a sweet story.,0
2148,"Well, at least you're not hearing it for the first time at your fifth grade Halloween party.",5
2149,What?! They wanted a scary story!,2
2150,"Anyway, we're really excited about our wedding plans, and well I guess pretty soon we'll be making a big withdrawal from the Monica wedding fund.",1
2151,What?,2
2152,"You tell her Jack, I can't do it.",6
2153,What happened? You still have the Monica wedding fund don't you?,2
2154,"We have it. Only now, we call it the beach house.",0
2155,"After applying the Waxine and linen strips to leg number one,",0
2156,Did that!,1
2157,Grasp one of the linen strips by its ‘easy grab tab' and pull it off in one quick pain free motion.,0
2158,Okay.  Ow!!!!! Ow-oh-oh!,2
2159,Was it not pain-free?,2
2160,"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",5
2161,"Huh, well, the girls in the satin nighties on the commercial don't seem to think it's that bad.",0
2162,That's because their nerves are probably deadened from being so stupid.,3
2163,"But hey, y'know if you don't believe me, please, by my guest.",0
2164,Ow-ow-ow-ow! Oh my God!!!,2
2170,"Now umm, remember I'm still learning.",0
2171,"One, two, three, four!",0
2172,You know the song! Sing along!,1
2173,So?,0
2174,No!,4
2175,Oh my God! That's David!,2
2176,David who?,0
2177,"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",4
2178,Oh my God!,2
2179,"Oh, you say someone's name enough, they turn around.",0
2180,Phoebe?,2
2181,David!  What-what are you doing here? Aren't you supposed to be in Russia?,2
2182,"Yeah, I'm just, I'm just in town for a conference. Umm,",0
2183,Well… Yeah. You look great too. Did you get a haircut?,1
2184,Yeah. Well I-I got like thirty of them.,0
2185,Yeah.,0
2186,Yes! Santa's coming!,1
2187,"Hey, uh, I'm really, really sorry about what happened in the cafeteria today.",4
2188,"It's no big deal. Hey, y'know, you do what you gotta do. Right?",0
2189,"But hey, it's not just me, I mean the scientists and the tour guides",0
2190,Whatever.,0
2192,"Okay, Mon, back me up here.",0
2193,"Where you work the uh, waiters eat with the waiters, right?",0
2194,"And the chefs eat with the other chefs, right?",0
2195,I eat by myself in the alley because everybody hates me.,4
2196,"Look, Ross, really it's-it's no big deal.",0
2197,"Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it.",4
2198,"Y'know, hey I understand.",0
2199,Y'know?,0
2200,"Hey, when I'm in a play and you're in the audience, I don't talk to you, right?",0
2201,"So it's y'know, it's uh, it's cool.",0
2202,I'll see you tomorrow.,0
2203,"Yeah, when we're in the audience he doesn't talk to us, but he does wave.",0
2204,You did look like an idiot.,1
2205,"Hey, I wasn't the only one who looked like an idiot.",0
2206,All right?,0
2207,"Remember when Ross tried to say, ""Butternut squash?""",1
2208,"And it came out, ""Squatternut buash?""",1
2209,Yeah that's the same.,0
2210,That's it. That's my worse Thanksgiving.,4
2211,Oh wait! That can't be the one Rachel's talking about. She didn't even know that happened. So which one was it?,0
2213,"Umm, I-I really don't want to tell this story.",4
2214,"Oh, come on Monica, reliving past pain and getting depressed is what Thanksgiving is all about.",0
2215,"Y'know, for me anyway.",4
2216,"And of course, the Indians.",4
2217,"Look umm, of all people, you do not want me to tell this story!",3
2218,"Hi, guys.",0
2219,Hi! Phoebe.,1
2220,Hi Phoebe.,0
2221,"I-I wanted to apologise if I....y'know seemed a tad edgy yesterday at my shower. Y'know it's just the hormones, y'know.",4
2222,No we,0
2223,Hormones.,0
2224,"hormones, yeah.",0
2225,Your parents'?,0
2226,"Yeah, they're out of town.",0
2227,Ohh.,2
2228,"Yeah-yeah, it's this",0
2229,Yeah that works.,0
2230,They-they-they can smell fear.,6
2231,Bing! Ho! And the Bing-ette!,1
2232,"Honey, you remember my boss Doug right?",0
2233,"Yes, hi.",0
2234,"Hi. So good news, the divorce is final. I signed the papers this A.M.",1
2235,"I didn't know you and Carol were getting divorced, I'm sorry.",4
2236,"Sorry? Finally chewed my leg out of that bear trap. Hey, congratulations to you guys though!",1
2237,No leg-chewing for us sir.,0
2238,"Oh well, give it time.",0
2239,"So the divorce, the marriage, we've got a lot to celebrate.",1
2240,How about we all go out to dinner tomorrow night?,0
2242,"Tomorrow night it is then, I should be out of court by six.",1
2243,They keep throwing these sexual harassment cases at me and I keep knocking them out of the park!,1
2244,"Okay, I'll see you tomorrow!",1
2245,"Just so you know, we're not seeing him tomorrow.",0
2246,I-I cannot spend another evening with that man.,5
2247,Do you remember how he behaved at our wedding?,5
2248,No.,0
2249,That's because he wasn't invited because of the way he behaved at our engagement party.,5
2250,"Oh yeah. Boy, urine cuts",5
2251,"Now maybe you just like wanna but the whole duck in there! Who cares, y'know? Now I got the legs",0
2252,"How many times have I told you guys, you",0
2253,Hi Chandler.,0
2254,Hey!,0
2255,"Uh, listen, I need that broiling pan that Joey borrowed the other day.",0
2256,"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",4
2257,William Sonoma,0
2258,Expect it in 4-6 weeks.,0
2259,"Umm, hey, umm, Joey's gonna be at the telethon for the rest of the day, we have the whole place to ourselves.",0
2260,"Yeah, so?",0
2261,"Well I just, thought maybe you'd wanna book some time with the best you'd ever had.",0
2262,"Y'know what, champ? I think I'll pass.",0
2263,Why?,2
2264,Why?,0
2265,What's your point?,0
2266,"So uh, what's your name?",0
2267,It's Jake.,0
2268,"Joey.  Hey Jake, do you like the Knicks?",0
2269,"Yeah, big fan.",0
2270,"Me too! There's a game on Tuesday, do you wanna go?",1
2271,Yeah that would be great! Let me make sure I'm not doing anything Tuesday.,1
2272,Ugh.  Ross!,5
2273,Hi! Sorry I'm late. Were you sleeping?,0
2274,"Ahh, nooo!!",1
2275,"Oh, great!",1
2276,"Listen, oh I had to get you a whole new battery.",0
2277,"I got you the best one I could, ‘cause that's not where you want to skimp.",0
2278,"You're a genius, Ross.",1
2279,"Yeah, well it came to about $112, but what the hell, just call it an even 110?",0
2280,"Okay, I'll pay you tomorrow.",0
2283,"So they ah, they all took off, it was pretty hard watching them go, y'know?",4
2284,"Yeah, okay, bye.",0
2285,So I'm gonna take off then!,0
2286,"Hey! Oh right, tonight was your party.",2
2287,"Oh wow, you look great! Glad you could make it.",1
2288,"Oh well, y'know, the gala had to end sometime.",0
2289,"Don't go anywhere, I'll be right back.",0
2290,"Yeah, sure.  All right, whose court is the ball in now?",0
2291,I thought there wasn't a ball?,0
2292,"Oh, come on! He's glad that I came, he doesn't want me to go anywhere, balls flying all over the place!",0
2293,"Rachel, this is my friend Tom.",0
2294,"Oh, go on! You telling people about me?",2
2295,You two could really hit it off! I'm gonna go mingle.,1
2296,So you work at,0
2297,"Yeah, okay, at ease solider!",0
2298,I'm sorry?,2
2299,"No, it's all right, you can just drop the act Tommy.",0
2304,"I'm gonna go talk to uh, a friend.",4
2305,"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",5
2306,Man! He just keeps lobbing them up and I just keep knocking them right out of the park!,1
2307,I think I need a drink.,0
2308,Yeah!,1
2309,"Hey, Pheebs?",0
